Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,titre,to_translate,API
104,104,104,104,Ses03M_impro02_M035, What am I going to do?,
105,105,105,105,Ses03M_impro02_F035," Priorities honey, priorities.",
106,106,106,106,Ses03M_impro02_M036, I want to--what am I going to do if I leave this job?,
107,107,107,107,Ses03M_impro02_F036, You're smart.  You could go back to school--,
108,108,108,108,Ses03M_impro02_F037, finish your Master's that you were started never finished.,
109,109,109,109,Ses03M_impro02_M037, Fine.  I'll see if I can talk to them.,
110,110,110,110,Ses03M_script03_2_M000, Yes.  The real cause of that rile was Peter Burden.,
111,111,111,111,Ses03M_script03_2_F000," Oh, come on, you knew there was nothing in that.",
112,112,112,112,Ses03M_script03_2_M001, I knew nothing of the sort.  You took presents from him.,
113,113,113,113,Ses03M_script03_2_F001, Presents?  A trivial little broach.,
114,114,114,114,Ses03M_script03_2_M002, Mmm Hmm.  I remember it well.  Bristling with diamonds in the worst possible taste.,
115,115,115,115,Ses03M_script03_2_F002, Not at all.  It was very pretty.  I still have it and I wear it often.,
116,116,116,116,Ses03M_script03_2_M003, You went out of your way to torture me over Peter Burden.,
117,117,117,117,Ses03M_script03_2_F003, No I didn't.  You made up the whole thing in your jealous imagination.,
118,118,118,118,Ses03M_script03_2_M004, You must admit he was in love with you.,
119,119,119,119,Ses03M_script03_2_F004, Just a little perhaps but nothing serious.,
120,120,120,120,Ses03M_script03_2_M005, You let him kiss you. You said so.  What of it?,
121,121,121,121,Ses03M_script03_2_F005, Well what of it?,
122,122,122,122,Ses03M_script03_2_F006," Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me.",
123,123,123,123,Ses03M_script03_2_M006, And what about me?,
124,124,124,124,Ses03M_script03_2_F007," Well, if you hadn't been so suspicious and nosey you would've never known anything.",
125,125,125,125,Ses03M_script03_2_M007," Oh, that's a nice point of view I must say.",
126,126,126,126,Ses03M_script03_2_F008," Look, I'm bored with this conversation.",
127,127,127,127,Ses03M_script03_2_M008," Yeah, so am I.  Bored stiff.",
128,128,128,128,Ses03M_script03_2_M009, You want some brandy?,
129,129,129,129,Ses03M_script03_2_F009, No thanks.,
130,130,130,130,Ses03M_script03_2_M010, I'll have a little I think.,
131,131,131,131,Ses03M_script03_2_F010, I don't know why you want it.  You've already had two glasses.,
132,132,132,132,Ses03M_script03_2_M011, No particular reason.  Anyhow they were very small ones.,
133,133,133,133,Ses03M_script03_2_F011, I don't see what you have to go on and on with this kind of thing.,
134,134,134,134,Ses03M_script03_2_M012, Oh my...just because I just...okay...,
135,135,135,135,Ses03M_script03_2_M013, ...having three small minute liquor glasses in the evening is hardly going on and on and on.,
136,136,136,136,Ses03M_script03_2_F012, It's become a habit with you.,
137,137,137,137,Ses03M_script03_2_M014, You needn't be so grand just because you don't happen to want any yourself at the moment.,
138,138,138,138,Ses03M_script03_2_F013, Don't be so stupid.,
139,139,139,139,Ses03M_script03_2_M015, Really Amanda.,
140,140,140,140,Ses03M_script03_2_F014, What?,
141,141,141,141,Ses03M_script03_2_M016, Nothing.,
142,142,142,142,Ses03M_script03_2_F015, [BREATHING],
143,143,143,143,Ses03M_script03_2_M017, Going out somewhere dear?,
144,144,144,144,Ses03M_script03_2_F016," No, just making myself beautiful for you.",
145,145,145,145,Ses03M_script03_2_M018, That reply has broken my heart.,
146,146,146,146,Ses03M_script03_2_F017, That's the woman's job to lure the man.  Watch me a moment won't you?,
147,147,147,147,Ses03M_script03_2_M019, Actually that's perfectly true.,
148,148,148,148,Ses03M_script03_2_F018, No it isn't.,
149,149,149,149,Ses03M_script03_2_M020, Yes it is.,
150,150,150,150,Ses03M_script03_2_F019," Oh, be quiet.",
151,151,151,151,Ses03M_script03_2_F020, I think you should have some more brandy...,
152,152,152,152,Ses03M_script03_2_M021, I think that,
153,153,153,153,Ses03M_script03_2_F021, ...cause really,
154,154,154,154,Ses03M_script03_2_F022, it doesn't seem to be working on you.,
155,155,155,155,Ses03M_script03_2_M022," perhaps maybe you should've had more brandy, it might've made you a little less disagreeable.",
156,156,156,156,Ses03M_script03_2_F023, Well it really hasn't worked wonders with you.,
157,157,157,157,Ses03M_script03_2_M023," Hmm, snap, snap, snap like a little adder.",
158,158,158,158,Ses03M_script03_2_F024," Adders don't snap, they sting.",
159,159,159,159,Ses03M_script03_2_M024, Yes they do.  They have a bag of venom behind their fangs and they snap.,
160,160,160,160,Ses03M_script03_2_F025, They sting.,
161,161,161,161,Ses03M_script03_2_M025, They snap.,
162,162,162,162,Ses03M_script03_2_F026, I don't care.  I don't care.  Do you understand?  I don't care if they roll around and bark like hoops.,
163,163,163,163,Ses03M_script03_2_M026, Did you see much of Peter Burden after our divorce?,
164,164,164,164,Ses03M_script03_2_F027," Yes, I did.  Quite a lot.",
165,165,165,165,Ses03M_script03_2_M027, I suppose you let him kiss you a great deal more then?,
166,166,166,166,Ses03M_script03_2_F028, Mind your business.,
167,167,167,167,Ses03M_script03_2_M028," Mmm, you must've had a riotous time.  No restraint at all, very enjoyable.  You never had much anyhow.",
168,168,168,168,Ses03M_script03_2_F029, You're quite insufferable.  I expect it's because you're drunk.,
169,169,169,169,Ses03M_script03_2_M029, I'm not in the least bit drunk.,
170,170,170,170,Ses03M_script03_2_F030, You've always had a weak head.,
171,171,171,171,Ses03M_script03_2_M030," Okay, like I mentioned before I had three very small, minute liquor glasses of brandy.  That's not even enough to get a child of two drunk.",
172,172,172,172,Ses03M_script03_2_F031," On the contrary, a child of two can get violently drunk off just one glass of brandy.",
173,173,173,173,Ses03M_script03_2_M031," Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?",
174,174,174,174,Ses03M_script03_2_F032, Shut up.,
175,175,175,175,Ses03M_script03_2_M032, We might be able to bring up a splendid little debate about this intemperate tots.,
176,176,176,176,Ses03M_script03_2_F033," Not very funny dear.  In fact, maybe you better have some more brandy.",
177,177,177,177,Ses03M_script03_2_M033," Oh, thanks.  I think I will.",
178,178,178,178,Ses03M_script03_2_M034, You better turn that off.,
179,179,179,179,Ses03M_script03_2_F034, Why?,
180,180,180,180,Ses03M_script03_2_M035, Because people upstairs will get annoyed.,
181,181,181,181,Ses03M_script03_2_F035, There aren't any people upstairs.  This is a photographer's studio.,
182,182,182,182,Ses03M_script03_2_M036, Well there are people downstairs I suppose.,
183,183,183,183,Ses03M_script03_2_F036, They are away in Tunis.,
184,184,184,184,Ses03M_script03_2_M037," Oh, this is no time to be in here for Tunis.",
185,185,185,185,Ses03M_script03_2_F037," Turn it on again, please.",
186,186,186,186,Ses03M_script03_2_M038, No I'll do no such thing.,
187,187,187,187,Ses03M_script03_2_F038, Very well.  If you insist on being a boorish and idiotic.,
188,188,188,188,Ses03M_script03_2_M039," Come on, turn it off.  It's driving me mad.",
189,189,189,189,Ses03M_script03_2_F039, You are far too temperamental.  Try to control yourself.,
190,190,190,190,Ses03M_script03_2_M040, Turn it--Turn it off.,
191,191,191,191,Ses03M_script03_2_F040, Go away.  Go away.  I hate you.,
192,192,192,192,Ses03M_script03_2_M041, Very amusing indeed.,
193,193,193,193,Ses03M_script03_2_F041," I hate you.  Listen I'm sick and tired of listening to you, you sadistic bully.",
194,194,194,194,Ses03M_script03_2_M042," You know what?  You're a vile, little, evil-minded, little, wicked beast and I never want to see you again.",
195,195,195,195,Ses03M_script03_2_F042," This is the end.  Understand?  This is the end, here and now, forever and always.",
196,196,196,196,Ses03M_script03_2_M043, You're not going nowhere. No you're not.,
197,197,197,197,Ses03M_script03_2_F043," Oh, yes I am. Yes I am and you can't stop me.",
198,198,198,198,Ses03M_script03_2_M044, Just shut up.,
199,199,199,199,Ses03M_script03_2_M045, shut up. shut up.  I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.,
200,200,200,200,Ses03M_script03_2_F044," Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-",
201,201,201,201,Ses03M_script03_2_F045, Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.,
202,202,202,202,Ses03M_script03_2_M046, Oh.,
203,203,203,203,Ses04M_script02_1_M000," What time is it?  They're supposed to run around midnight.  This is great, isn't it?  Look at this night we've got here; couldn't be better.",
204,204,204,204,Ses04M_script02_1_M001," Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid we'd miss it.  How you doing?",
205,205,205,205,Ses04M_script02_1_F000, Fine.,
206,206,206,206,Ses04M_script02_1_M002," Is that, is that - is that just foam?  I can't even tell.  Although, if you can't tell, it's probably isn't them.  It'll probably be unmistakable, don't you think?",
207,207,207,207,Ses04M_script02_1_M003," How you doing?  Oh, no, you know what I did?  I forgot to bring my flashlight.  How could I be so stupid?  I should have brought my flashlight.",
208,208,208,208,Ses04M_script02_1_F001, What flashlight?,
209,209,209,209,Ses04M_script02_1_M004," The flashlight; the silver one.  There's only one, isn't there?",
210,210,210,210,Ses04M_script02_1_F002, It's not yours.,
211,211,211,211,Ses04M_script02_1_M005, Whose is it?,
212,212,212,212,Ses04M_script02_1_F003," It's ours.  It's mine, too.",
213,213,213,213,Ses04M_script02_1_M006," Well, sure.",
214,214,214,214,Ses04M_script02_1_F004, You kept saying my flashlight as if it's somehow just yours.  How is that supposed to make me feel?,
215,215,215,215,Ses04M_script02_1_M007," No, of course, our flashlight; yours and mine.  Me flashlight es su flashlight, naturally.  How could we not think to bring it?  I hope the moon stays out.",
216,216,216,216,Ses04M_script02_1_M008," I wonder, do they always run during a full moon? I can't remember if it was full last year.  Remember?",
217,217,217,217,Ses04M_script02_1_F005, Yes.,
218,218,218,218,Ses04M_script02_1_M009," Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",
219,219,219,219,Ses04M_script02_1_M010," Oh, man.  This is great.  I didn't even think to bring a six pack.  Six pack would be just the ticket right about now.  I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.  Oh.",
220,220,220,220,Ses04M_script02_1_M011, I wonder if they can hear me talk or feel the vibrations in the sand when we move around.,
221,221,221,221,Ses04M_script02_1_F006, I'm cold.,
222,222,222,222,Ses04M_script02_1_M012, You want my jacket?,
223,223,223,223,Ses04M_script02_1_F007, It's after eleven; let's go home.,
224,224,224,224,Ses04M_script02_1_M013, Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home?,
225,225,225,225,Ses04M_script02_1_F008, There is no point in coming down here.,
226,226,226,226,Ses04M_script02_1_M014, Right.,
227,227,227,227,Ses04M_script02_1_F009, That's my point.,
228,228,228,228,Ses04M_script02_1_M015," That's my point, too.",
229,229,229,229,Ses04M_script02_1_F010, So let's go home.,
230,230,230,230,Ses04M_script02_1_M016," No, no, no.  That's not my point.  My point is is that there's no point in coming down here if we just leave.  Don't you want to see it?",
231,231,231,231,Ses04M_script02_1_F011, Not particularly.,
232,232,232,232,Ses04M_script02_1_M017, Why not?,
233,233,233,233,Ses04M_script02_1_F012, I just don't.  It's stupid.,
234,234,234,234,Ses04M_script02_1_M018," Honey, this is a natural phenomenon.  I mean, this only happens once a year.  It's a great opportunity.  Think about the people in Kansas.  They'd have to get plane tickets and hotel reservations to come see this.  We're just forty minutes away.  It's too good to pass up.",
235,235,235,235,Ses04M_script02_1_F013," Pass up what?  These little fish swim onto the beach, flop around and then they swim away.  And then they die.",
236,236,236,236,Ses04M_script02_1_M019," Yeah, but that moment on the beach is the highlight of their little lives.  I mean, all that flopping around is laying eggs or what do you -- spawning or mating, something like that.",
237,237,237,237,Ses04M_script02_1_M020, There's mystery here and magic.,
238,238,238,238,Ses04M_script02_1_F014, What are you so excited about?,
239,239,239,239,Ses04M_script02_1_M021," Oh, it's a big night for these guys.  Uh, life's last orgy.",
240,240,240,240,Ses04M_script02_1_F015, This isn't a moon landing we're talking about.  It's fish.  It's fish nobody even eats.,
241,241,241,241,Ses04M_script02_1_M022," Yeah, they do. Okay.  But it's fish who do something none of the other fish do; like the swallows are returning to Capistrano; or the lemmings throwing themselves off the cliffs, like that.",
242,242,242,242,Ses04M_script02_1_M023, There's mystery here and magic; a little bit of the unexplainable.  I don't see how you can not be interested.,
243,243,243,243,Ses04M_script02_1_F016, I'm just not.,
244,244,244,244,Ses04M_script02_1_M024, For real?,
245,245,245,245,Ses04M_script02_1_F017, Yes.,
246,246,246,246,Ses04M_script02_1_M025," I don't get it.  First time we came here to see it, you said it was the best night of your life.  And last year, I remember distinctly you were so excited to get here, you stubbed your toe rushing me out the door and didn't even notice until we were in the car.",
247,247,247,247,Ses04M_script02_1_F018," Last year, you will also remember, our shoes got wet.  I got sand in my panties.  We got into a big fight over nothing.  You got a sore throat and we did not see the grunions.",
248,248,248,248,Ses04M_script02_1_M026, We weren't in a good spot.,
249,249,249,249,Ses04M_script02_1_F019, We didn't see them the first time either.,
250,250,250,250,Ses04M_script02_1_M027, We just weren't in a good spot.  This is a much better spot.  I've got good instincts for these things.  Look there.  What's that?  Is that -,
251,251,251,251,Ses04M_script02_1_M028," no, it's just seaweed, isn't it?  Oh, man, this is great.  I wouldn't miss this for anything.  I mean, think about this.  I know you're not interested, but just think about this for a minute.",
252,252,252,252,Ses04M_script02_1_M029, Out there someplace is this huge mass of silver fish heading this way.  They don't know why.  We don't know why.  It wasn't a decision.  They didn't take a vote.  No one sent them an invitation or a map;,
253,253,253,253,Ses04M_script02_1_M030," just some little instinctual time release firecracker went off in their little bodies and all as one, they turned and formed a line as long as the California coast and started swimming.",
254,254,254,254,Ses04M_script02_1_M031, They're swimming right now as if that's the only thing that matters.  It's single mindedness with no mind.  Urgency that's pure urge.,
255,255,255,255,Ses04M_script02_1_M032," They don't know what drives them.  They don't give it a name or ask a question.  They just turn, as one, and start the swim that brings them here; to this place, where we stand, for a massive celebration of sex and death.  Oh, man, I'm giving myself goose bumps.  All my hairs are popping up.",
256,256,256,256,Ses04M_script02_1_F020, That's the wind.,
257,257,257,257,Ses04M_script02_1_M033, Well so what did you think?,
258,258,258,258,Ses04M_script02_1_F021, About what?,
259,259,259,259,Ses05M_impro03_M000, Guess what?,
260,260,260,260,Ses05M_impro03_F000, what?,
261,261,261,261,Ses05M_impro03_M001," I did it, I asked her to marry me.",
262,262,262,262,Ses05M_impro03_F001, What? you did?,
263,263,263,263,Ses05M_impro03_M002," Yes, I did it.",
264,264,264,264,Ses05M_impro03_F002, When?,
265,265,265,265,Ses05M_impro03_M003," Oh my god, it was just last weekend.",
266,266,266,266,Ses05M_impro03_F003," Oh, what, how- where how did you do it?",
267,267,267,267,Ses05M_impro03_M004," She--,well, she said yes, first of all, let me say that right off the bat. Well, I would like to assume, too.  But you never know these things, right?",
268,268,268,268,Ses05M_impro03_F004, Okay good. I I assumed.,
269,269,269,269,Ses05M_impro03_M005," Um-, but no- It was It was great.  It was really great.  I think she was really surprised and she was really happy. um-",
270,270,270,270,Ses05M_impro03_F005, oh-,
271,271,271,271,Ses05M_impro03_M006," I did it up at Yosemite.  We went camping right like we usually do.  You know we go camping up there all the time.  But, um- the waterfalls had died down a little bit, you know. And so uh- we-I had her climb up.",
272,272,272,272,Ses05M_impro03_M007," You know- we did some- you know some rock climbing up the waterfalls and went up to this little pool that was up there.  And then, I- it's great. Um- You have to climb this little rock-",
273,273,273,273,Ses05M_impro03_F006, uh-huh,
274,274,274,274,Ses05M_impro03_M008," and you can climb it and it's covered in algae you know. So, I wanted her to climb it to go take a picture, like, back in this little waterfall area, and she got back there and she took her picture. And then, I had her come back.  And I was going to do the same thing.",
275,275,275,275,Ses05M_impro03_M009," Well, instead I climb up on the rock and like I- I didn't do it -- well, I did it on purpose. I made it look like I accidentally did it.  I slipped down into this pool of water, right?  And she freaks out because I slide all the way down this rock.  And um-",
276,276,276,276,Ses05M_impro03_M010," And I pop up out of the water -- and I had planned it already, you know? I pop up out of the water and I [BREATHING] and I like, grab her hand, you know.  and that In my hand, I've got the ring.",
277,277,277,277,Ses05M_impro03_M011," And she's like- she feels it you know and she doesn't know what it is.  And she you know helps me get out and I won't let go of her hand.  And she's like, what are you doing?  I and said, You saved my life, now will you marry me?",
278,278,278,278,Ses05M_impro03_F007," Oh, my God.  That's so dramatic.",
279,279,279,279,Ses05M_impro03_M012, Wasn't that great? I didn't want it to be too hokey.but- but- She liked it.She liked it.,
280,280,280,280,Ses05M_impro03_F008, so cute.,
281,281,281,281,Ses05M_impro03_F009," No, it's totally original, though.",
282,282,282,282,Ses05M_impro03_F010, oh.,
283,283,283,283,Ses05M_impro03_M013," Yeah.  And she said yes.  And she cried, of course.",
284,284,284,284,Ses05M_impro03_F011," Oh, Then you had a whole weekend of camping?",
285,285,285,285,Ses05M_impro03_M014," Yes.  We did that in the beginning, exactly.  So we had, so we just had, you know, good times the rest of the weekend, yeah.",
286,286,286,286,Ses05M_impro03_F012," Oh, right. sure [LAUGHTER]",
287,287,287,287,Ses05M_impro03_M015, It was a lot of fun- It was a lot of fun.  She's great.  And I'm so happy.,
288,288,288,288,Ses05M_impro03_F013, So where are you going to have your wedding?,
289,289,289,289,Ses05M_impro03_M016," We're going to do it back in the Midwest where her family all is.  They're all out there. you know so, Um  And so, just gonna have a small, small wedding. But, um- you know, of course, you're going to come, right?",
290,290,290,290,Ses05M_impro03_F014, Yeah. of course.,
291,291,291,291,Ses05M_impro03_M017, Okay good. And uh- I want you to be in it actually.,
292,292,292,292,Ses05M_impro03_F015, Okay Okay.,
293,293,293,293,Ses05M_impro03_M018," Um- And she wants you to be in it, too.  She loves you so much. She thinks you're the sweetest.  Of course, you are.  You're You're my best friend so-",
294,294,294,294,Ses05M_impro03_F016, Where is she right now?,
295,295,295,295,Ses05M_impro03_M019," oh, She's back at work. yeah.",
296,296,296,296,Ses05M_impro03_F017," Yeah,I'll hang out with the both of you.",
297,297,297,297,Ses05M_impro03_M020, Of course.  We'll go out to dinner later this week.,
298,298,298,298,Ses05M_impro03_F018, yes.,
299,299,299,299,Ses05M_impro03_M021, It will be perfect.,
300,300,300,300,Ses05M_impro03_F019, Oh I'm so excited for you.,
301,301,301,301,Ses05M_impro03_M022," Yes, me too. Oh I am so in love.",
302,302,302,302,Ses05M_impro03_F020, oh.,
303,303,303,303,Ses05M_impro03_M023, She's the one.,
304,304,304,304,Ses05M_impro03_F021," Oh, my gosh.  You told your parents already? and everything",
305,305,305,305,Ses05M_impro03_M024, Of course.  I told them right away.  We called them all right them.,
306,306,306,306,Ses05M_impro03_F022, Are they so excited?,
307,307,307,307,Ses05M_impro03_M025," Oh, yeah.  My mom's freaking out. Oh yeah, She's so happy. this is you know  It's her dream come true.  She always wanted her little boy -- she wants kids, you know.",
308,308,308,308,Ses05M_impro03_M026, She wants grandkids. So we'll be working on that right away.,
309,309,309,309,Ses05M_impro03_F023, Are you guys gonna have kids?,
310,310,310,310,Ses05M_impro03_M027," Of course, we're gonna have kids, like three at least.",
311,311,311,311,Ses05M_impro03_F024, Yeah?,
312,312,312,312,Ses05M_impro03_F025," Whoa, right away?.",
313,313,313,313,Ses05M_impro03_M028," She wants like eight- She wants like eight kids and I'm like, no, no, no, no, no.  I am like what Let's do maybe three and we'll go with that.",
314,314,314,314,Ses05M_impro03_F026, Are you going to start right away?,
315,315,315,315,Ses05M_impro03_M029," Well, we're going to take a little bit of time, you know, we need to get acclimated and you know start our lives, make money, you know be comfortable.",
316,316,316,316,Ses05M_impro03_F027," Yeah, have you ever like lived with someone else before?",
317,317,317,317,Ses05M_impro03_M030," Oh, yeah, yeah, yeah, yeah I mean, actually we lived together awhile back when we -- Yeah, back in college for a little while. yeah.",
318,318,318,318,Ses05M_impro03_F028," Oh, did you?  I didn't know that.",
319,319,319,319,Ses05M_impro03_F029, oh.,
